,Num_of_var,Accuracy,Recall,F1,Error rate,1/(1+FP+FN),Time,Coeff_Truth,Coeff_result_probability
0,4,0.6666666666666666,0.0,0.0,0.3333333333333333,0.058823529411764705,17334.65415810002,"[[0 0 1 0]
 [0 0 1 1]
 [0 0 0 1]
 [0 0 0 0]
 [0 0 1 0]
 [0 0 0 0]
 [0 0 0 0]
 [1 1 0 1]
 [1 0 0 0]
 [0 1 0 0]
 [0 0 1 0]
 [0 0 0 1]]","[[0. 0. 0. 0.]
 [0. 0. 0. 0.]
 [0. 0. 0. 0.]
 [0. 0. 0. 0.]
 [0. 0. 0. 0.]
 [1. 0. 0. 0.]
 [0. 0. 0. 0.]
 [0. 0. 0. 0.]
 [0. 0. 1. 1.]
 [0. 0. 0. 0.]
 [0. 0. 0. 0.]
 [0. 1. 0. 0.]]"
